appid,name,type,release_date,required_age,developers,publishers,genres,price,metacritic_score,recommendations,achievements,year,owners_estimate,players_forever,average_playtime,median_playtime,tags,positive_reviews,negative_reviews,release_date_parsed
896400,Alien Attack: Pocket Edition,game,"1 Aug, 2018",0,Alien Jellyfish,Alien Jellyfish,"Action, Casual, Indie, Simulation",2.5,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Casual, Simulation, Pixel Graphics",18,1,2018-08-01
692610,Two Escapes,game,"30 Aug, 2017",0,Whitefish Software,Whitefish Software,"Action, Casual, Indie",2.5,,,0,2017,"0 .. 20,000",,0,0,"Action, Indie, Casual, Puzzle-Platformer",2,0,2017-08-30
517370,Tavernier,game,"25 Aug, 2016",0,From The Bard,From The Bard,"Indie, RPG, Simulation, Strategy",3.5,,148.0,0,2016,"20,000 .. 50,000",,1728,1745,"RPG, Indie, Strategy, Simulation, Visual Novel",133,41,2016-08-25
1057540,Cthulhu Saves Christmas,game,"23 Dec, 2019",0,Zeboyd Digital Entertainment LLC,Zeboyd Digital Entertainment LLC,"Indie, RPG",10.0,,274.0,0,2019,"20,000 .. 50,000",,213,318,"JRPG, Comedy, Lovecraftian, Turn-Based Combat, RPG",278,27,2019-12-23
672720,Crime Solitaire 2: The Smoking Gun,game,"26 Jul, 2017",0,Desktop Gaming,Desktop Gaming,Casual,3.25,,,0,2017,"0 .. 20,000",,0,0,Casual,4,2,2017-07-26
235520,The White Laboratory,game,"28 Mar, 2019",0,Laboratory Systems,"Laboratory Systems, Gamirror Games","Indie, Strategy",10.0,,273.0,0,2019,"50,000 .. 100,000",,100,102,"Indie, Strategy, Tower Defense, Sandbox, Physics",278,78,2019-03-28
432540,Devil Sealing Stone,game,"11 Apr, 2016",0,WJLEGAME,WJLEGAME,"Action, Adventure, Indie, RPG",8.5,,,0,2016,"0 .. 20,000",,0,0,"Action, Adventure, Indie, RPG, RPGMaker",4,3,2016-04-11
409660,Angry Video Game Nerd II: ASSimilation,game,"29 Mar, 2016",0,FreakZone Games,Retroware,"Action, Adventure, Indie",4.2,,666.0,0,2016,"20,000 .. 50,000",,200,165,"Action, Indie, Adventure, Platformer, Gore",696,87,2016-03-29
1016010,W4RR-i/o-RS: Descent,game,"20 Feb, 2019",0,Xeneder,Phoenix Reborn Games,"Indie, Simulation",5.25,,,0,2019,"0 .. 20,000",,0,0,"Indie, Simulation",7,4,2019-02-20
662830,Bombix,game,"2 Mar, 2018",0,Pragmatix Ltd,Pragmatix Ltd,"Action, RPG, Strategy",0.0,,,0,2018,"200,000 .. 500,000",,274,108,"Strategy, Action, RPG, Free to Play, Multiplayer",1025,443,2018-03-02
1124860,Otter Space Rescue,game,"27 Aug, 2019",0,Noah Lewin,Day Dreamer Games,"Action, Adventure, Indie",1.1,,,0,2019,"20,000 .. 50,000",,0,0,"Top-Down Shooter, Bullet Hell, Family Friendly, Action, Rogue-lite",4,1,2019-08-27
115800,Owlboy,game,"1 Nov, 2016",0,D-Pad Studio,D-Pad Studio,"Action, Adventure, Indie",18.5,88.0,3567.0,0,2016,"500,000 .. 1,000,000",,343,232,"Pixel Graphics, Adventure, Indie, Platformer, Metroidvania",4918,956,2016-11-01
386840,Sentinel 4: Dark Star,game,"13 Aug, 2015",0,Origin8 Technologies Ltd,Origin8 Technologies Ltd,"Indie, Strategy",7.5,,,0,2015,"0 .. 20,000",,215,218,"Strategy, Indie, Sci-fi, Tower Defense",47,13,2015-08-13
2320,Quake II,game,"3 Aug, 2007",0,"id Software, Nightdive Studios, MachineGames",Bethesda Softworks,Action,14.45,,7947.0,0,2007,"1,000,000 .. 2,000,000",,357,104,"FPS, Classic, Action, Shooter, Boomer Shooter",8821,407,2007-08-03
1005300,The Jackbox Party Pack 6,game,"16 Oct, 2019",0,"Jackbox Games, Inc.","Jackbox Games, Inc.","Casual, Indie, Strategy",26.0,80.0,2269.0,0,2019,"200,000 .. 500,000",,589,305,"Trivia, Casual, Multiplayer, Local Multiplayer, Indie",2812,145,2019-10-16
415200,Motorsport Manager,game,"9 Nov, 2016",0,Playsport Games,Miniclip,"Racing, Simulation, Sports, Strategy",30.0,81.0,11157.0,0,2016,"500,000 .. 1,000,000",,3516,1126,"Management, Racing, Simulation, Strategy, Sports",12504,1132,2016-11-09
243970,"Invisible, Inc.",game,"12 May, 2015",0,Klei Entertainment,Klei Entertainment,"Action, Indie, Strategy",18.5,82.0,4998.0,0,2015,"1,000,000 .. 2,000,000",,543,185,"Cyberpunk, Difficult, Turn-Based Tactics, Isometric, Strategy",5126,481,2015-05-12
671180,Elementals Reborn,game,"21 Aug, 2017",0,"alexnown, Kunio",alexnown,"Action, Strategy",2.15,,,0,2017,"0 .. 20,000",,0,0,"Strategy, Action, 2D, Indie, Tower Defense",4,5,2017-08-21
714510,Chaos Souls,game,"7 Nov, 2017",0,Visualnoveler,Visualnoveler,"Action, Adventure, Indie",0.0,,,0,2017,"0 .. 20,000",,0,0,"Adventure, Action, Indie, Anime, Female Protagonist",12,12,2017-11-07
39530,Painkiller: Black Edition,game,"24 Jan, 2007",0,People Can Fly,Prime Matter,Action,12.99,,1776.0,0,2007,"100,000 .. 200,000",,392,237,"Gore, Action, FPS, Classic, Shooter",1823,217,2007-01-24
386510,Pyramid Raid,game,"15 Dec, 2015",0,Travian Games GmbH,Travian Games GmbH,"Action, Casual, Indie",3.5,,,0,2015,"20,000 .. 50,000",,11,14,"Action, Indie, Casual, Free to Play, Platformer",96,64,2015-12-15
320410,Near Impact,game,"16 Sep, 2014",0,Sonalysts Combat Simulations,Strategy First,"Action, Strategy",10.5,,,0,2014,"0 .. 20,000",,0,0,"Strategy, Action",2,6,2014-09-16
1114660,4K Bricks Breaker Plus,game,"2 Oct, 2019",0,PhantomHeadache,PhantomHeadache,Indie,2.15,,,0,2019,"0 .. 20,000",,0,0,"Singleplayer, Indie, Arcade, 2D, 2D Platformer",3,2,2019-10-02
1059430,PAGAN PEAK VR,game,"30 Oct, 2019",0,anotherworld GmbH,anotherworld GmbH,Adventure,8.5,,163.0,0,2019,"0 .. 20,000",,89,89,"Adventure, VR, Horror, Escape Room, Thriller",157,30,2019-10-30
990180,The Ghost of You,game,"21 Dec, 2018",0,Noodletub Games,Noodletub Games,"Adventure, Indie",6.5,,,0,2018,"0 .. 20,000",,0,0,"Gore, Violent, Adventure, Indie, Text-Based",29,1,2018-12-21
1164010,Mouse Cursor,game,"7 Oct, 2019",0,chengcong,chengcong,Utilities,2.15,,186.0,0,2019,"0 .. 20,000",,1037,1193,Utilities,148,43,2019-10-07
1046070,Helltower,game,"26 Mar, 2019",0,Dragonware,Dragonware,"Action, Adventure, Indie",5.25,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Adventure",3,1,2019-03-26
758190,Dragon Cliff,game,"11 May, 2018",0,Meta Interaction,Meta Interaction,"Adventure, Casual, Indie, RPG, Simulation, Strategy",2.0,,7463.0,0,2018,"500,000 .. 1,000,000",,3696,1240,"RPG, Strategy, Idler, Loot, Pixel Graphics",6998,826,2018-05-11
471400,Space Jammers,game,"8 Mar, 2017",0,Spread Shot Studios LLC,Spread Shot Studios LLC,"Action, Adventure, Indie, Early Access",14.5,,,0,2017,"0 .. 20,000",,0,0,"Early Access, Action, Indie, Adventure, Top-Down Shooter",8,6,2017-03-08
797020,TinyWar high-speed,game,"21 Feb, 2018",0,Masakazu Yanai,Rutenn no oheya,"Indie, Simulation, Strategy",10.0,,,0,2018,"0 .. 20,000",,0,0,"Strategy, Indie, Simulation",11,0,2018-02-21
969420,Dereliction,game,"22 Nov, 2018",0,Alex Zimich,Alex Zimich,Strategy,1.1,,,0,2018,"0 .. 20,000",,0,0,"Strategy, Violent, Indie",1,0,2018-11-22
302570,Dangerous,game,"16 Dec, 2014",0,Binary Helix,XP,"Action, Adventure, Indie, RPG, Simulation, Strategy",20.0,,,0,2014,"20,000 .. 50,000",,0,0,"Indie, Simulation, RPG, Strategy, Action",14,35,2014-12-16
1135450,Psy High 2: High Summer,game,"15 Aug, 2019",0,Choice of Games,Choice of Games,"Adventure, Indie, RPG",7.5,,,0,2019,"0 .. 20,000",,0,0,"Adventure, RPG, Indie, Text-Based",10,1,2019-08-15
409870,Phantom Brave PC,game,"25 Jul, 2016",0,"Nippon Ichi Software, Inc., PH3 GmbH","NIS America, Inc.",RPG,29.0,,564.0,0,2016,"100,000 .. 200,000",,239,343,"RPG, JRPG, Strategy RPG, Anime, Pixel Graphics",551,95,2016-07-25
840430,Planetary Dustoff,game,"16 Dec, 2019",0,Rymdfall AB,Rymdfall AB,"Action, Indie",10.0,,,0,2019,"0 .. 20,000",,0,0,"Action Roguelike, Indie, Action, Rogue-lite, Top-Down Shooter",42,5,2019-12-16
980560,Overcraft,game,"24 Jan, 2019",0,SunshineOvercast,SunshineOvercast,"Casual, Indie",2.15,,,0,2019,"0 .. 20,000",,0,0,,0,0,2019-01-24
794180,PRO FISHING SIMULATOR,game,"29 Nov, 2018",0,Sanuk Games,Nacon,"Casual, Simulation, Sports",10.0,,,0,2018,"20,000 .. 50,000",,0,0,"Simulation, Casual, Sports, Fishing",32,26,2018-11-29
664060,Willful,game,"9 Aug, 2017",0,Luke Vincent,Luke Vincent,Adventure,4.5,,,0,2017,"0 .. 20,000",,0,0,"Adventure, Platformer, Action, Indie",9,2,2017-08-09
377710,Idol Magical Girl Chiru Chiru Michiru Part 1,game,"29 Jul, 2015",0,Frontwing,Frontwing USA,"Adventure, Casual",20.0,,,0,2015,"0 .. 20,000",,349,406,"Visual Novel, Anime, Female Protagonist, Magic, Adventure",166,23,2015-07-29
625560,The Overdreamer,game,"16 Jul, 2017",0,Hars,Hars,"Adventure, Indie",5.25,,,0,2017,"0 .. 20,000",,210,210,"Adventure, Indie, Horror, Side Scroller, 2D",14,2,2017-07-16
581370,Drizzlepath: Glass,game,"14 Feb, 2017",0,Tonguç Bodur,Tonguç Bodur,"Adventure, Casual, Indie, Simulation",4.25,,163.0,0,2017,"0 .. 20,000",,262,262,"Adventure, Indie, Casual, Walking Simulator, Atmospheric",113,69,2017-02-14
1035270,Furry Chronicles,game,"10 Mar, 2019",0,DYSTANT Games,DYSTANT Games,"Action, Adventure, Casual, Indie",3.25,,,0,2019,"0 .. 20,000",,0,0,"Action, Casual, Indie, Adventure, Platformer",3,4,2019-03-10
1182370,Mr. Hopp's Playhouse,game,"15 Nov, 2019",0,Moonbit,Moonbit,"Free To Play, Indie, Strategy",0.0,,,0,2019,"100,000 .. 200,000",,0,0,"Horror, Free to Play, Indie, Singleplayer, Survival Horror",1562,108,2019-11-15
410040,Hope in Hell,game,"4 Nov, 2015",0,Emeryon games,Emeryon games,"Action, Adventure, Casual, Indie",3.5,,,0,2015,"0 .. 20,000",,0,0,"Indie, Action, Casual, Adventure, Beat 'em up",1,9,2015-11-04
729130,Sound Soarer,game,"11 Oct, 2017",0,Bjarki Arge Andreasen,Bjarki Arge Andreasen,"Casual, Indie",5.25,,,0,2017,"0 .. 20,000",,0,0,"Indie, Casual",1,1,2017-10-11
341090,On A Roll 3D,game,"12 Feb, 2015",0,Battenberg Software,Battenberg Software,"Action, Adventure, Casual, Indie",4.25,,,0,2015,"50,000 .. 100,000",,222,171,"Adventure, Action, Indie, Casual, Platformer",229,36,2015-02-12
338070,ルナティックドーン レジェンドパック,game,"8 Jan, 2015",0,ARTDINK,KOMODO,RPG,29.0,,,0,2015,"20,000 .. 50,000",,0,0,"RPG, Open World, Classic, Pixel Graphics, Turn-Based Combat",20,3,2015-01-08
